Time,Source_mode,Source_711-083,Source_711-084,Name_mode,Name_710-131,Name_710-132,Name_710-135,Name_710-170,Name_711-083,Name_711-084,Type_mode,Type_PDM,Type_TRAIN_DRIVER,Type_WARNING,Complete_code_mode,Complete_code_2-19,Complete_code_5-1,Complete_code_5-10,Complete_code_5-11,Complete_code_5-12,Complete_code_5-13,Complete_code_5-14,Complete_code_5-15,Complete_code_5-16,Complete_code_5-17,Complete_code_5-20,Complete_code_5-21,Complete_code_5-3,Complete_code_5-31,Complete_code_5-32,Complete_code_5-33,Complete_code_5-34,Complete_code_5-35,Complete_code_5-36,Complete_code_5-5,Complete_code_5-7,Complete_code_5-9,Complete_code_5-90,Complete_code_5-98,Complete_code_5-99,Master_mode,Master_711-083,Master_Master Assente,Master_711-084,Speed_mean,Criticality_mode,Criticality_ratio,Criticality_0,Criticality_1,Colour_mode,Colour_azzurro,Colour_giallo,Season,Services,Total_KM,R4_progr_count,RD_progr_count,RP_progr_count,RT_progr_count,VI_progr_count,VIS_progr_count,Sched_maint_progr,Corr_maint_progr
2021-02-28,711-084,12,50,711-084,6,6,1,16,5,28,PDM,56,3,3,5-98,0,0,0,3,0,0,0,0,0,3,3,0,12,0,0,2,7,1,0,3,3,2,0,23,0,Master Assente,4,40,18,36.24193548387097,0,0.24193548387096775,47,15,azzurro,44,18,Winter,15,545.8000000000001,1,0,1,1,3,1,7,9
2021-03-01,711-084,83,147,710-170,35,14,27,88,21,45,PDM,224,3,3,5-98,2,8,0,0,0,11,4,4,1,3,3,0,38,35,0,3,3,8,1,11,16,14,0,59,6,Master Assente,14,152,64,22.321739130434782,0,0.29130434782608694,163,67,azzurro,162,68,Spring,15,566.8000000000001,1,0,1,1,3,1,7,9
2021-03-02,711-084,31,42,710-170,12,3,8,25,11,14,PDM,69,0,4,5-98,0,0,0,0,0,2,0,0,2,0,2,2,0,0,0,6,4,1,0,18,6,0,0,26,4,711-083,31,26,16,33.534246575342465,0,0.2465753424657534,55,18,azzurro,53,20,Spring,16,392.1,1,0,1,1,3,1,7,9
2021-03-04,711-084,51,169,710-170,22,34,13,82,16,53,PDM,209,6,5,5-98,0,0,0,0,0,0,0,0,0,6,3,2,18,3,0,10,0,35,3,34,24,4,0,77,1,Master Assente,21,113,86,31.277272727272727,0,0.23636363636363636,168,52,azzurro,168,52,Spring,17,622.3000000000001,1,0,1,1,3,1,7,9
2021-03-05,711-084,11,215,710-132,5,78,2,74,4,63,PDM,220,3,3,5-33,11,0,3,0,0,2,0,1,0,3,3,0,16,42,0,45,2,30,0,13,15,2,0,37,1,711-084,7,97,122,26.079646017699115,0,0.19469026548672566,182,44,azzurro,182,44,Spring,14,562.8000000000001,1,0,1,1,3,1,7,9
2021-03-06,711-084,37,105,710-170,29,21,5,55,3,29,PDM,138,4,0,5-98,0,1,0,0,0,3,1,1,0,4,0,0,6,5,12,11,2,12,9,24,25,0,0,26,0,Master Assente,10,97,35,35.45070422535211,0,0.2323943661971831,109,33,azzurro,109,33,Spring,13,522.6,1,0,1,1,3,1,7,9
2021-03-07,711-084,29,56,710-170,14,16,7,27,8,13,PDM,85,0,0,5-98,0,0,0,1,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,20,23,3,0,28,4,711-084,13,28,44,43.8235294117647,0,0.25882352941176473,63,22,azzurro,62,23,Spring,13,522.6,1,0,1,1,3,1,7,9
2021-03-08,711-083,80,63,711-083,27,9,12,35,41,19,PDM,141,1,1,5-98,2,0,0,0,0,0,0,0,0,1,0,1,16,5,0,2,0,5,0,29,18,3,0,43,18,Master Assente,21,82,40,39.46853146853147,0,0.32867132867132864,96,47,azzurro,96,47,Spring,14,562.8000000000001,1,0,1,1,3,1,7,9
2021-03-09,711-083,98,66,710-131,40,14,28,31,30,21,PDM,164,0,0,5-98,0,0,0,2,0,1,0,1,0,0,0,0,22,3,0,7,4,3,0,13,9,7,0,73,19,Master Assente,19,100,45,71.89024390243902,0,0.21951219512195122,128,36,azzurro,126,38,Spring,13,522.6,1,0,1,1,3,1,7,9
2021-03-10,711-084,22,80,711-084,9,3,9,35,4,42,PDM,101,0,1,5-35,0,0,0,2,0,0,0,1,0,0,1,0,2,0,0,0,0,37,1,11,25,8,0,14,0,Master Assente,2,56,44,32.40196078431372,0,0.13725490196078433,88,14,azzurro,86,16,Spring,14,562.8000000000001,1,0,1,1,3,1,7,9
2021-03-11,711-084,36,109,710-170,16,22,13,50,7,37,PDM,141,2,2,5-98,0,0,0,0,0,3,1,1,2,2,0,2,25,13,0,14,0,6,0,18,16,3,0,30,9,Master Assente,30,82,33,32.827586206896555,0,0.3103448275862069,100,45,azzurro,98,47,Spring,15,534.8000000000001,1,0,1,1,3,1,7,9
2021-03-15,711-084,15,74,711-084,1,20,10,15,4,39,PDM,87,2,0,5-98,0,1,0,5,0,1,1,0,1,2,0,0,1,3,0,7,5,2,1,28,0,0,0,30,1,Master Assente,11,46,32,31.865168539325843,0,0.34831460674157305,58,31,azzurro,52,37,Spring,16,607.0,1,0,1,1,3,1,7,9
2021-03-16,711-084,22,69,710-170,0,20,17,25,5,24,PDM,86,1,4,5-98,2,0,0,0,0,0,0,0,0,1,2,2,8,4,0,3,0,4,0,20,16,3,0,25,1,711-084,16,29,46,39.91208791208791,0,0.32967032967032966,61,30,azzurro,61,30,Spring,14,562.8000000000001,1,0,1,1,3,1,7,9
2021-03-17,711-084,16,71,710-170,7,16,0,41,9,14,PDM,87,0,0,5-7,0,4,0,2,0,2,1,2,0,0,0,0,18,1,0,0,1,5,0,13,19,2,0,14,3,Master Assente,12,58,17,40.701149425287355,0,0.4367816091954023,49,38,azzurro,47,40,Spring,13,522.6,1,0,1,1,3,1,7,9
2021-03-18,711-084,2,7,711-084,0,0,0,0,2,7,PDM,9,0,0,5-98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,Master Assente,1,4,4,12.777777777777779,0,0.1111111111111111,8,1,azzurro,7,2,Spring,1,5.0,1,0,1,1,3,1,7,9
2021-03-19,711-084,23,111,710-170,7,27,3,49,13,35,PDM,131,2,1,5-5,1,1,0,0,0,5,4,2,0,2,0,1,20,5,0,2,9,11,0,32,5,3,0,25,6,Master Assente,8,67,59,34.1044776119403,0,0.44776119402985076,74,60,azzurro,74,60,Spring,17,411.0,1,0,1,1,3,1,7,9
2021-03-20,711-084,5,70,711-084,2,11,1,14,2,45,PDM,70,1,4,5-33,3,2,1,3,0,6,0,1,0,1,2,2,3,0,0,19,0,6,0,8,2,1,0,10,5,Master Assente,0,48,27,30.48,0,0.24,57,18,azzurro,54,21,Spring,9,301.2,1,0,1,1,3,1,7,9
2021-03-22,711-084,0,17,711-084,0,0,0,0,0,17,PDM,17,0,0,5-98,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,0,1,2,0,6,0,711-084,0,1,16,14.470588235294118,0,0.058823529411764705,16,1,azzurro,15,2,Spring,3,50.599999999999994,1,0,1,1,3,1,7,9
2021-03-23,711-084,2,13,711-084,0,4,0,0,2,9,PDM,15,0,0,5-33,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,3,0,2,0,0,0,3,1,Master Assente,0,13,2,9.866666666666667,0,0.13333333333333333,13,2,azzurro,11,4,Spring,4,85.0,1,0,1,1,3,1,7,9
2021-03-24,711-084,12,87,710-170,0,19,4,42,8,26,PDM,98,0,1,5-98,0,0,0,7,0,0,0,0,0,0,1,0,10,21,1,4,10,0,0,20,1,2,0,22,0,Master Assente,12,67,20,33.39393939393939,0,0.30303030303030304,69,30,azzurro,62,37,Spring,19,357.79999999999995,1,0,1,1,3,1,7,9
2021-03-26,711-084,24,39,710-170,6,9,10,16,8,14,PDM,61,2,0,5-98,0,0,0,0,0,0,0,0,1,2,0,0,13,0,0,0,0,0,0,13,8,1,0,23,2,Master Assente,13,33,17,35.333333333333336,0,0.4126984126984127,37,26,azzurro,36,27,Spring,17,622.3000000000001,1,0,1,1,3,1,7,9
2021-03-27,711-084,13,25,711-084,1,10,6,4,6,11,PDM,37,0,1,5-98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,12,2,1,0,17,1,Master Assente,3,19,16,36.63157894736842,0,0.3157894736842105,26,12,azzurro,26,12,Spring,15,545.8000000000001,1,0,1,1,3,1,7,9
2021-03-28,711-084,39,139,710-170,9,39,4,55,26,45,PDM,167,3,8,5-98,3,4,2,2,0,7,2,3,0,3,5,3,16,12,0,11,1,19,1,6,18,18,3,36,3,Master Assente,19,101,58,28.252808988764045,0,0.20224719101123595,142,36,azzurro,140,38,Spring,15,603.0,1,0,1,1,3,1,7,9
2021-03-29,711-084,24,43,710-132,3,25,8,10,13,8,PDM,67,0,0,5-98,3,0,0,0,0,0,0,0,1,0,0,0,6,3,0,0,0,2,0,14,4,11,0,23,0,Master Assente,6,49,12,46.46268656716418,0,0.34328358208955223,44,23,azzurro,43,24,Spring,10,364.8,1,0,1,1,3,1,7,9
2021-03-30,711-084,38,67,711-083,10,16,2,25,26,26,PDM,102,0,3,5-98,0,0,0,0,0,3,0,1,0,0,1,2,2,8,0,21,0,8,0,7,9,12,0,30,1,Master Assente,25,45,35,35.457142857142856,0,0.09523809523809523,95,10,azzurro,95,10,Spring,13,480.2,1,0,1,1,3,1,7,9
2021-03-31,711-083,14,12,711-083,0,2,0,5,14,5,PDM,24,0,2,5-9,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3,0,2,0,1,0,13,0,1,2,Master Assente,5,17,4,40.26923076923077,0,0.038461538461538464,25,1,azzurro,25,1,Spring,8,199.2,1,0,1,1,3,1,7,9
2021-04-01,711-084,27,49,711-084,15,8,1,12,11,29,PDM,75,0,1,5-98,0,0,0,1,0,1,0,0,0,0,1,0,2,6,0,0,0,4,0,4,5,4,0,48,0,Master Assente,13,53,10,12.355263157894736,0,0.07894736842105263,70,6,azzurro,69,7,Spring,4,221.9,1,0,1,1,3,1,7,9
2021-04-02,711-084,48,48,711-083,7,7,7,12,34,29,PDM,96,0,0,5-98,1,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,1,4,0,20,0,18,0,37,3,Master Assente,23,47,26,31.927083333333332,0,0.3333333333333333,64,32,azzurro,64,32,Spring,11,320.9,1,0,1,1,3,1,7,9
2021-04-03,711-083,23,15,711-084,1,0,12,1,10,14,PDM,35,1,2,5-5,0,0,2,2,0,3,0,0,0,1,0,2,1,1,0,0,0,0,0,10,0,9,0,5,2,711-083,20,9,9,16.394736842105264,0,0.34210526315789475,25,13,azzurro,23,15,Spring,3,100.4,1,0,1,1,3,1,7,9
2021-04-04,711-084,25,29,711-084,11,3,2,9,12,17,PDM,54,0,0,5-98,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,4,0,2,0,11,0,6,0,26,0,Master Assente,15,28,11,28.203703703703702,0,0.2222222222222222,42,12,azzurro,42,12,Spring,6,128.6,1,0,1,1,3,1,7,9
2021-04-05,711-083,39,32,711-083,6,5,3,13,30,14,PDM,71,0,0,5-9,0,0,0,2,0,1,0,0,0,0,0,0,5,0,0,3,0,3,1,7,4,25,0,13,7,Master Assente,24,27,20,32.76056338028169,0,0.16901408450704225,59,12,azzurro,57,14,Spring,7,396.8,1,0,1,1,3,1,7,9
2021-04-06,711-084,41,43,710-131,30,19,3,11,8,13,PDM,83,1,0,5-98,2,1,1,0,0,2,0,1,0,1,0,0,12,0,0,8,0,0,0,10,3,3,0,33,7,Master Assente,16,39,29,29.976190476190474,0,0.32142857142857145,57,27,azzurro,57,27,Spring,14,400.0,1,0,1,1,3,1,7,9
2021-04-07,711-084,34,104,711-084,20,39,7,26,7,39,PDM,133,0,5,5-98,2,0,0,0,0,0,0,1,1,0,4,1,11,6,0,2,5,34,0,17,0,0,0,51,3,Master Assente,19,63,56,19.594202898550726,0,0.2246376811594203,107,31,azzurro,106,32,Spring,17,300.79999999999995,1,0,1,1,3,1,7,9
2021-04-08,711-084,39,97,711-084,24,19,6,30,9,48,PDM,129,2,5,5-98,0,0,0,0,0,0,0,0,1,2,2,3,17,0,0,1,10,20,0,22,0,0,0,40,18,Master Assente,18,83,35,21.602941176470587,0,0.2867647058823529,97,39,azzurro,96,40,Spring,17,411.0,1,0,1,1,3,1,7,9
2021-04-09,711-084,20,49,710-170,14,7,4,23,2,19,PDM,67,2,0,5-5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,6,8,0,0,25,1,0,0,22,4,Master Assente,13,41,15,3.608695652173913,0,0.37681159420289856,43,26,azzurro,43,26,Spring,3,115.7,1,0,1,2,3,1,8,9
2021-04-12,711-084,32,58,711-084,17,18,11,16,4,24,PDM,87,1,2,5-5,3,0,0,1,0,0,0,0,0,1,0,2,4,0,0,0,2,9,2,34,0,0,0,30,2,Master Assente,26,38,26,22.8,0,0.45555555555555555,49,41,azzurro,48,42,Spring,17,324.29999999999995,1,0,1,2,3,1,8,9
2021-04-13,711-084,64,87,711-083,19,22,6,37,39,28,PDM,149,0,2,5-98,0,5,0,6,0,10,3,2,1,0,2,0,2,10,0,3,5,15,0,24,0,19,0,44,0,Master Assente,25,100,26,17.172185430463575,0,0.23841059602649006,115,36,azzurro,108,43,Spring,18,338.4,1,0,1,2,3,1,8,9
2021-04-14,711-084,15,34,711-084,9,9,4,8,2,17,PDM,49,0,0,5-98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,3,3,0,7,1,3,0,22,0,Master Assente,4,38,7,11.142857142857142,0,0.16326530612244897,41,8,azzurro,41,8,Spring,12,357.59999999999997,1,0,1,2,3,1,8,9
2021-04-15,711-084,4,19,711-084,4,6,0,2,0,11,PDM,23,0,0,5-98,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,3,0,3,0,3,0,0,0,8,1,Master Assente,0,20,3,10.08695652173913,0,0.21739130434782608,18,5,azzurro,18,5,Spring,3,115.7,1,0,1,2,3,1,8,9
2021-04-16,711-084,22,67,710-170,12,10,9,40,1,17,PDM,85,0,4,5-98,2,1,0,0,0,2,1,1,1,0,2,2,9,3,0,7,0,13,4,10,0,1,0,29,1,Master Assente,6,52,31,24.853932584269664,0,0.2696629213483146,65,24,azzurro,64,25,Spring,18,364.5,1,0,1,2,3,1,8,9
2021-04-17,711-084,27,120,711-084,23,31,0,32,4,57,PDM,144,3,0,5-98,5,2,0,0,0,2,0,2,0,3,0,0,5,7,13,12,0,14,1,19,8,1,3,50,0,Master Assente,6,88,53,23.462585034013607,0,0.22448979591836735,114,33,azzurro,114,33,Spring,15,545.8000000000001,1,0,1,2,3,1,8,9
2021-04-18,711-084,18,45,710-170,17,2,1,35,0,8,PDM,63,0,0,5-98,0,0,0,0,0,0,0,2,0,0,0,0,5,1,0,0,3,8,0,4,12,1,0,25,2,Master Assente,0,41,22,17.73015873015873,0,0.1746031746031746,52,11,azzurro,52,11,Spring,13,522.6,1,0,1,2,3,1,8,9
2021-04-19,711-083,55,29,711-083,12,11,8,3,35,15,PDM,83,0,1,5-9,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4,6,3,1,0,3,4,41,0,17,2,Master Assente,8,65,11,22.726190476190474,0,0.047619047619047616,80,4,azzurro,80,4,Spring,14,562.8000000000001,1,0,1,2,3,1,8,9
2021-04-20,711-084,41,54,711-083,8,11,4,21,29,22,PDM,92,3,0,5-98,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,16,0,7,1,6,9,1,0,41,4,Master Assente,8,55,32,26.53684210526316,0,0.1368421052631579,82,13,azzurro,82,13,Spring,15,603.0,1,0,1,2,3,1,8,9
2021-04-21,711-083,68,36,711-083,5,5,16,8,47,23,PDM,104,0,0,5-9,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,4,3,5,0,9,0,38,0,31,6,Master Assente,46,47,11,18.134615384615383,0,0.125,91,13,azzurro,88,16,Spring,11,542.0,1,0,1,2,3,1,8,9
2021-04-22,711-084,75,152,711-083,9,43,2,51,64,58,PDM,219,3,5,5-98,2,5,0,0,0,9,1,1,0,3,3,2,12,33,0,41,1,16,0,4,0,22,0,67,5,Master Assente,13,152,62,19.969162995594715,0,0.11013215859030837,202,25,azzurro,202,25,Spring,11,542.0,1,0,1,2,3,1,8,9
2021-04-23,711-083,4,1,710-131,4,0,0,0,0,1,PDM,5,0,0,5-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,Master Assente,0,5,0,15.6,0,0.0,5,0,azzurro,5,0,Spring,4,134.60000000000002,1,0,1,2,3,1,8,9
2021-04-25,711-083,58,29,711-083,5,7,14,14,39,8,PDM,83,3,1,5-9,0,0,0,4,0,1,0,0,0,3,0,1,5,0,0,5,0,2,0,3,0,36,0,25,2,Master Assente,19,57,11,16.632183908045977,0,0.09195402298850575,79,8,azzurro,75,12,Spring,14,802.0,1,0,1,2,3,1,8,9
2021-04-26,711-084,34,41,711-083,4,3,2,23,28,15,PDM,73,2,0,5-98,0,0,0,6,0,0,0,0,0,2,0,0,8,0,0,2,1,7,2,1,1,3,0,39,3,Master Assente,12,51,12,9.56,0,0.12,66,9,azzurro,60,15,Spring,13,343.2,1,0,1,2,3,1,8,9
2021-04-27,711-084,22,42,711-084,12,13,2,7,8,22,PDM,64,0,0,5-98,1,0,1,1,0,1,0,0,0,0,0,0,10,2,4,0,7,0,0,9,0,1,0,23,4,Master Assente,3,34,27,22.15625,0,0.328125,43,21,azzurro,42,22,Spring,15,336.4,1,0,1,2,3,1,8,9
2021-04-28,711-084,16,31,711-084,7,5,2,4,7,22,PDM,46,0,1,5-98,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,4,5,9,0,3,0,6,0,12,0,Master Assente,2,39,6,10.297872340425531,0,0.19148936170212766,38,9,azzurro,38,9,Spring,5,151.9,1,0,1,2,3,1,8,9
2021-04-30,711-084,47,84,710-170,14,12,8,61,25,11,PDM,130,0,1,5-98,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,2,0,8,3,19,33,3,0,55,1,Master Assente,15,72,44,37.05343511450382,0,0.19083969465648856,106,25,azzurro,106,25,Spring,17,622.3000000000001,1,0,1,2,3,1,8,9
2021-05-01,711-084,32,146,710-170,12,31,14,64,6,51,PDM,174,3,1,5-98,0,0,0,3,0,2,0,0,0,3,1,0,35,2,4,16,3,14,8,19,24,6,0,36,2,Master Assente,9,86,83,24.34269662921348,0,0.30337078651685395,124,54,azzurro,121,57,Spring,15,545.8000000000001,1,0,1,2,3,1,8,9
2021-05-02,711-083,83,82,711-083,22,13,11,41,50,28,PDM,163,0,2,5-98,0,0,0,1,0,2,0,0,0,0,2,0,18,6,0,2,0,2,0,18,14,33,0,67,0,Master Assente,21,82,62,34.8969696969697,0,0.21818181818181817,129,36,azzurro,128,37,Spring,14,562.8000000000001,1,0,1,2,3,1,8,9
2021-05-03,711-084,37,89,711-084,13,26,11,29,13,34,PDM,123,3,0,5-98,0,0,0,2,0,1,0,0,0,3,0,0,30,0,0,0,0,17,0,17,7,14,0,35,0,Master Assente,17,67,42,22.484126984126984,0,0.373015873015873,79,47,azzurro,77,49,Spring,18,338.4,1,0,1,2,3,1,8,9
2021-05-04,711-084,33,50,711-084,16,10,0,11,17,29,PDM,82,1,0,5-98,0,0,0,0,0,2,0,0,2,1,0,0,6,0,0,9,0,18,1,3,0,5,0,35,1,Master Assente,17,43,23,25.93975903614458,0,0.10843373493975904,74,9,azzurro,72,11,Spring,17,411.0,1,0,1,2,3,1,8,9
2021-05-05,711-084,3,17,710-170,0,1,2,14,1,2,PDM,19,1,0,5-3,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,2,0,1,0,1,0,5,0,Master Assente,1,18,1,48.1,1,0.55,9,11,giallo,9,11,Spring,3,115.7,1,0,1,2,3,1,8,9
2021-05-06,711-084,99,124,711-083,19,35,14,35,66,54,PDM,223,0,0,5-98,0,0,0,0,0,1,0,0,1,0,0,0,36,2,4,0,13,16,0,23,3,35,0,75,14,Master Assente,29,118,76,26.291479820627803,0,0.2645739910313901,164,59,azzurro,163,60,Spring,17,324.29999999999995,1,0,1,2,3,1,8,9
2021-05-07,711-084,59,122,711-084,30,28,7,46,22,48,PDM,178,3,0,5-98,6,0,0,3,0,2,1,1,1,3,0,0,30,8,0,7,0,23,2,16,1,3,0,67,7,711-084,11,77,93,29.281767955801104,0,0.2983425414364641,127,54,azzurro,123,58,Spring,18,338.4,1,0,1,2,3,1,8,9
2021-05-09,711-084,17,35,710-170,2,10,2,13,13,12,PDM,49,0,3,5-98,0,0,0,0,0,0,0,0,0,0,1,2,4,3,5,6,0,0,0,4,1,6,0,18,2,Master Assente,6,34,12,34.61538461538461,0,0.15384615384615385,44,8,azzurro,44,8,Spring,12,494.4,1,0,1,2,3,1,8,9
2021-05-10,711-084,53,84,711-084,20,16,8,30,25,38,PDM,136,0,1,5-98,0,1,0,4,1,2,0,0,0,0,0,0,24,0,0,4,1,7,0,13,4,1,0,69,6,Master Assente,29,83,25,35.2992700729927,0,0.2773722627737226,99,38,azzurro,95,42,Spring,16,607.0,1,0,1,2,3,1,8,9
2021-05-11,711-084,45,130,710-170,15,24,27,72,3,34,PDM,169,1,5,5-5,1,1,0,2,0,1,1,1,0,1,3,2,1,1,0,1,0,6,10,66,31,0,0,45,1,711-084,27,68,80,40.222857142857144,0,0.4057142857142857,104,71,azzurro,102,73,Spring,14,562.8000000000001,1,0,1,2,3,1,8,9
2021-05-12,711-083,74,66,710-131,47,19,8,27,19,20,PDM,137,0,3,5-98,1,0,0,3,0,0,0,0,0,0,1,2,15,6,0,3,0,4,1,2,5,4,0,86,7,Master Assente,34,89,17,53.55714285714286,0,0.12857142857142856,122,18,azzurro,119,21,Spring,13,522.6,1,0,1,2,3,1,8,9
2021-05-13,711-084,44,74,711-084,18,10,6,22,20,42,PDM,117,1,0,5-98,1,0,0,2,0,0,0,1,2,1,0,0,6,7,5,12,0,11,0,12,14,6,0,38,0,Master Assente,19,63,36,50.23728813559322,0,0.1694915254237288,98,20,azzurro,94,24,Spring,14,562.8000000000001,1,0,1,2,3,1,8,9
2021-05-14,711-084,113,126,710-170,42,49,23,62,48,15,PDM,234,3,2,5-98,0,0,1,0,0,1,0,0,0,3,1,1,33,0,2,12,5,1,0,25,12,14,0,108,20,Master Assente,54,114,71,48.41422594142259,0,0.24686192468619247,180,59,azzurro,180,59,Spring,15,566.8000000000001,1,0,1,2,3,1,8,9
2021-05-15,711-084,83,205,710-170,26,53,22,78,35,74,PDM,285,2,1,5-98,9,1,2,2,0,3,0,3,0,2,0,1,40,15,2,15,0,48,0,15,10,3,0,98,19,Master Assente,28,151,109,43.19097222222222,0,0.24305555555555555,218,70,azzurro,216,72,Spring,16,549.8000000000001,1,0,1,2,3,1,8,10
2021-05-16,711-084,44,61,710-170,18,19,2,27,24,15,PDM,104,1,0,5-98,2,0,0,0,0,2,0,0,0,1,0,0,3,2,0,5,1,17,0,7,8,4,0,50,3,Master Assente,20,55,30,25.152380952380952,0,0.11428571428571428,93,12,azzurro,93,12,Spring,14,562.8000000000001,1,0,1,2,3,1,8,10
2021-05-17,711-083,83,62,711-083,14,16,6,29,63,17,PDM,145,0,0,5-9,0,1,1,0,0,7,1,1,0,0,0,0,5,0,1,8,4,0,0,12,13,50,0,41,0,Master Assente,40,73,32,21.013793103448275,0,0.14482758620689656,124,21,azzurro,124,21,Spring,13,522.6,1,0,1,2,3,1,8,10
2021-05-18,711-084,60,92,711-084,17,10,12,39,31,43,PDM,149,2,1,5-98,1,1,3,4,0,5,1,0,0,2,1,0,18,1,1,5,1,5,0,14,9,26,0,54,0,Master Assente,19,87,46,25.269736842105264,0,0.25,114,38,azzurro,110,42,Spring,14,562.8000000000001,1,0,1,2,3,1,8,10
2021-05-19,711-084,38,76,710-170,13,13,7,39,18,24,PDM,113,1,0,5-98,0,1,1,5,0,1,1,0,0,1,0,0,3,5,0,12,0,7,0,14,13,9,0,41,0,Master Assente,9,58,47,28.56140350877193,0,0.17543859649122806,94,20,azzurro,89,25,Spring,11,529.1,1,0,1,2,3,1,8,10
2021-05-20,711-084,71,137,711-084,25,33,21,47,25,57,PDM,198,3,7,5-98,0,2,0,1,0,5,1,0,0,3,3,4,24,0,0,22,2,4,2,41,11,12,0,65,6,Master Assente,34,94,80,32.1875,0,0.3269230769230769,140,68,azzurro,139,69,Spring,11,533.0,1,0,1,2,3,1,8,10
2021-05-21,711-083,17,4,711-083,4,1,0,0,13,3,PDM,21,0,0,5-98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,0,Master Assente,2,18,1,27.38095238095238,0,0.0,21,0,azzurro,20,1,Spring,4,74.1,1,0,1,2,3,1,8,10
2021-05-25,711-083,110,104,711-083,35,48,26,32,49,24,PDM,206,8,0,5-98,0,0,0,0,0,1,0,0,0,8,0,0,30,0,0,13,1,15,0,37,1,25,0,76,7,Master Assente,42,119,53,31.50467289719626,0,0.3130841121495327,147,67,azzurro,147,67,Spring,17,622.3000000000001,1,0,1,2,3,1,8,10
2021-05-26,711-084,93,139,711-083,13,50,19,35,61,54,PDM,229,2,1,5-98,0,4,0,0,0,10,3,3,0,2,0,1,23,14,2,20,0,10,3,15,11,42,0,58,11,Master Assente,56,118,58,37.2801724137931,0,0.20689655172413793,184,48,azzurro,184,48,Spring,14,562.8000000000001,1,0,1,2,3,1,8,10
2021-05-27,711-083,88,68,711-083,16,12,12,30,60,26,PDM,153,3,0,5-9,0,0,0,0,0,1,0,0,0,3,0,0,1,6,0,7,0,12,0,25,7,52,0,41,1,Master Assente,58,67,31,26.26923076923077,0,0.16666666666666666,130,26,azzurro,130,26,Spring,14,526.6,1,0,1,2,3,1,8,10
2021-05-28,711-084,33,38,711-084,6,9,2,3,25,26,PDM,70,1,0,5-98,0,0,0,0,0,0,0,0,2,1,0,0,1,2,4,0,0,13,0,5,0,2,0,40,1,Master Assente,24,43,4,12.80281690140845,0,0.08450704225352113,65,6,azzurro,63,8,Spring,3,115.7,1,0,1,2,3,1,8,10
2021-05-31,711-083,18,10,710-131,16,1,1,0,1,9,PDM,28,0,0,5-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,Master Assente,13,15,0,0.0,0,0.0,28,0,azzurro,28,0,Spring,9,157.1,1,0,1,2,4,1,9,10
2021-06-03,711-084,54,69,711-083,3,20,11,27,40,22,PDM,120,1,2,5-98,1,0,0,1,0,1,0,0,2,1,1,1,6,0,0,9,5,3,0,21,0,33,0,35,3,Master Assente,18,68,37,20.0,0,0.22764227642276422,95,28,azzurro,92,31,Summer,17,324.29999999999995,1,0,1,2,4,1,9,10
2021-06-04,711-083,69,45,711-083,14,15,25,13,30,17,PDM,112,1,1,5-98,0,0,0,0,0,1,0,0,0,1,0,1,3,0,0,3,7,2,0,30,0,21,0,41,4,Master Assente,24,67,23,26.535087719298247,0,0.2894736842105263,81,33,azzurro,81,33,Summer,18,338.4,1,0,1,2,4,1,9,10
2021-06-05,711-084,20,64,710-170,4,13,6,33,10,18,PDM,80,1,3,5-98,1,0,0,0,0,0,0,0,0,1,2,1,1,0,1,4,0,5,1,23,9,4,0,31,0,711-084,11,29,44,33.29761904761905,0,0.2976190476190476,59,25,azzurro,59,25,Summer,14,520.0,1,0,1,2,4,1,9,10
2021-06-06,711-084,27,67,711-084,6,15,7,16,14,36,PDM,92,0,2,5-98,0,0,1,0,0,0,0,0,0,0,1,1,20,0,1,5,0,12,0,9,0,11,3,29,1,Master Assente,3,56,35,27.71276595744681,0,0.3191489361702128,64,30,azzurro,64,30,Summer,16,344.6,1,0,1,2,4,1,9,10
